code, width, action, veg, votes, height
q70*a<x>4y,22,sell,Parsnip,650,   1.02
r46*g<i>7g,16,sell,Carrot,1882,   2.08
b25*f<w>1d,11,sell,Kale,1688,   2.01
j61*{<y>2o,12,sell,Squash,2244,   1.97
r81*g<j>4g,8,sell,Beetroot,168,   1.83
n63*i<j>2s,12,sell,Corn,2960,   1.85
q88*k<t>Uj,9,sell,Broccoli,164,   2.10
g80*a<b>1i,5,sell,Carrot,500,   2.03
l32*j<m>6g,10,sell,Mooli,364,   1.04
p08*y<l>2x,20,buy,Kale,2662,   0.88
h77*k6q>3o,10,buy,Carrot,580,   2.03
t55*n<f>1y,17,sell,Leek,2440,   2.08
i83*n<e>5w,7,sell,Swede,2456,   1.82
u60*d<m>8q,22,sell,Yam,2224,   2.07
f03*s<l>7n,11,sell,Kale,1384,   1.79
l6*x<u>7f,10,sell,Marrow,2378,   1.81
l72*d<h>4o,5,buy,Parsnip,1463,   2.00
v81*i<m>7b,10,buy,Potato,2636,   1.83
c85*r<t>3e,5,sell,Cabbage,2102,   2.04
c47*e<w>6j,13,sell,Leek,251,   0.78
w20*p<i>6v,17,buy,Marrow,1793,   2.14
s59*s<y>9j,11,sell,Broccoli,1992,   1.96
b06*z<z>3m,23,buy,Pea,966,   1.93
u35*f<e>5l,7,sell,Mooli,1692,   2.07
y92*i<y>3j,17,sell,Parsnip,2866,   1.93
f61*b<b>2j,19,sell,Yam,1803,   1.20
f22*h<s>1h,5,sell,Marrow,401,   2.14
o50*p<c>7b,19,sell,Kale,2987,   0.93
w76*j<li2p,9,sell,Corn,552,   2.10
y86*v<w>9u,12,sell,Parsnip,2158,   2.15
c35*u<n>9p,21,sell,Swede,174,   1.98
f5u*h<w>8q,11,sell,Marrow,726,   1.86
e09*o<t>2v,5,sell,Corn,1203,   2.03
s61*x<d>2s,8,sell,Okra,636,   1.85
z56*n<f>2c,9,sell,Beetroot,1548,   1.41
t86*o<j>3p,7,sell,Pea,1245,   1.82
l29*r<d>0v,11,sell,Kale,38,   1.82
w01*t<p>7y,14,sell,Yam,790,   2.07
i85*x<a>9o,12,buy,Kale,1756,   2.04
q28*t<w>4s,15,sell,Cabbage,73,   1.14
t60*h<j>8x,17,sell,Potato,2866,   2.13
j22*l<n>6c,6,sell,Broccoli,2049,   1.05
a64*z<c>4f,9,sell,Swede,890,   1.88
a91*a<m>6t,11,buy,Leek,2954,   1.12
g25*h<q>5q,6,buy,Parsnip,2565,   2.10
t73*l<f>5b,13,sell,Cabbage,1366,   0.99
t29*s<g>6r,12,sell,Marrow,2209,   1.91
i69*c<o>2g,6,sell,Beetroot,2794,   2.10
w21*l<a>6k,10,sell,Swede,461,   2.02
q96*[<k>3g,6,buy,Leek,2556,   1.33
c68*v<y>0v,6,sell,Swede,2132,   1.91
r29*y<t>2f,12,sell,Marrow,692,   2.04
t22*a<b>6x,24,sell,Potato,1132,   1.61
uf70*n<w>9x,7,buy,Okra,2499,   1.96
r16)*x<y>9u,12,sell,Kale,1554,   2.12
gZ8*g<q>5o,18,sell,Turnip,2004,   1.84
p82*y<q>6j,17,sell,Cabbage,2510,   1.86
b69*g<a>8s,16,buy,Swede,1765,   2.00
i91*r<z>2j,13,sell,Sprout,1446,   1.69
p06*f<b>5x,9,sell,Potato,860,   1.31
s42*a<g>0o,21,buy,Corn,2284,   1.90
s60*j<j>0o,15,buy,Onion,2335,   2.06
g05*o<g>2z,8,buy,Corn,2816,   2.07
a77*t<y>1t,23,sell,Turnip,226,   1.88
t59*q<b>9a,22,sell,Onion,1234,   2.10
q96*p<v>4m,7,sell,Potato,2019,   1.76
n05*p<z>8p,20,sell,Leek,2026,   1.97
i66*q<r>3j,16,sell,Marrow,2236,   2.10
m14*s<e>9s,7,sell,Leek,1289,   1.82
n75*r<s>9d,16,sell,Turnip,436,   1.95
r14*x<t>7l,13,sell,Potato,950,   1.94
v88*Z<e>8m,18,sell,Turnip,2911,   1.97
z05*l<d>2b,17,sell,Yam,2510,   1.99
x26*w<d>0t,9,sell,Kale,2481,   2.00
o45*n<k>2f,8,sell,Okra,2893,   1.99
p64*u<x>3x,17,buy,Marrow,634,   1.87
t4B*n<a>8z,18,sell,Corn,297,   1.80
>23*x<x>1w,9,sell,Carrot,587,   1.91
d89*l<g>3a,12,sell,Cabbage,492,   1.82
f50*s<a>1c,11,buy,Okra,1870,   1.96
m28*e<u>5p,12,sell,Corn,2856,   1.87
w73*j<u>6q,19,sell,Turnip,114,   1.91
u66*p<y>3s,12,sell,Mooli,2975,   1.30
q45*n<q>1z,14,buy,Carrot,1654,   1.86
S18*g<k>8l,10,sell,Sprout,228,   1.85
h80*d<a>7p,13,sell,Leek,946,   2.00
N56*g<u>4s,10,sell,Pea,2091,   2.12
l1N*k<a>7o,8,sell,Okra,571,   1.96
r18*u<q>0i,7,sell,Mooli,1899,   0.92
n86*r<o>3w,10,sell,Pea,1607,   1.96
j81*y<q>8n,8,sell,Swede,2028,   1.89
a68*f<k>4v,8,buy,Marrow,1940,   1.44
y72*n<g>4x,5,buy,Sprout,1909,   2.15
s88z<m>1h,15,sell,Kale,1938,   2.05
e06*r<v>4t,6,sell,Kale,1986,   0.91
w55Tl<w>4j,6,sell,Kale,719,   1.81
i18*b<s>6w,21,sell,Swede,2311,   1.88
d66*a<e>4t,5,buy,Kale,1466,   2.10
n18*s<p>9q,7,sell,Yam,1676,   1.93
y63*g<x>3x,20,sell,Parsnip,574,   2.03
f39*t<m>7i,10,sell,Parsnip,2653,   1.85
f13*z<j>5m,5,buy,Leek,955,   2.07
f02*m<o>3z,7,sell,Okra,111,   1.65
a82*y<v>3r,9,buy,Turnip,2937,   2.11
d04*y<y>1f,7,sell,Broccoli,740,   1.82
j98*e<b>9n,19,sell,Kale,2095,   1.98
x73*f<f>0d,17,sell,Parsnip,2586,   2.03
w42*h<w>4k,14,sell,Turnip,2499,   2.12
m70*j<n>1i,12,sell,Marrow,1261,   1.88
j04*g<i>7y,6,sell,Parsnip,2291,   2.05
m75*b<b>9z,15,buy,Pea,1689,   2.13
f02*v<q>2h,13,sell,Kale,459,   2.12
v18*m<m>5s,6,buy,Sprout,2992,   1.97
t58*y<u>2g,12,sell,Turnip,1751,   1.94
K29*r<b>1a,9,sell,Kale,2928,   1.40
c45*y<k>8w,10,sell,Kale,921,   1.97
d64*f<l>0u,24,buy,Beetroot,33,   2.15
u25*k<h>4x,19,buy,Squash,101,   1.02
f04*u<z>7n,5,sell,Cabbage,258,   2.15
p87*f<i>1f,12,sell,Parsnip,555,   2.00
y94*g<x>1g,7,sell,Mooli,1464,   2.12
z72*aw>4r,8,buy,Carrot,1041,   1.83
e04*i<r>9i,6,buy,Swede,1024,   1.61
a[61*a<r>4k,17,sell,Turnip,2510,   1.76
m60*h<g>7k,19,sell,Kale,571,   1.98
r61*z<l>9k,12,buy,Yam,2216,   1.90
h58*l<y>4f,18,sell,Kale,2868,   1.82
n48*u<q>0y,11,sell,Cabbage,2903,   1.97
b19*n<t>9e,24,buy,Mooli,2682,   1.93
c41*n<h>6w,7,sell,Carrot,1918,   1.92
c70*d<u>2j,10,buy,Cabbage,65,   1.87
q77*f<l>3d,10,sell,Marrow,2260,   1.85
o26*m<o>9x,8,sell,Yam,1697,   1.91
w21*u<i>9x,6,sell,Corn,2770,   1.82
p65*i<we9y,7,sell,Parsnip,813,   1.98
m15*f<k>0e,21,buy,Cabbage,125,   2.04
n96*h<d>1x,5,sell,Marrow,146,   1.91
g94*u<q>8k,18,sell,Cabbage,1425,   2.12
n36*i<d>2e,9,sell,Pea,227,   1.17
k74*b<c>4m,14,sell,Swede,2869,   1.99
l85*h<d>6i,7,sell,Marrow,2974,   2.00
c44*w<m>5h,10,buy,Cabbage,1314,   0.75
q92*p<y>1c,12,sell,Turnip,2482,   2.03
j61*x<n>2v,9,sell,Turnip,1203,   1.99
k287*x<c>8n,16,buy,Mooli,419,   1.95
n42*u<q>7a,9,buy,Parsnip,1163,   1.87
z32*r<u>7f,9,buy,Corn,256,   2.10
u69*t<i>3q,10,sell,Leek,564,   1.85
z95*a<q>8g,6,buy,Corn,305,   1.43
w42*v<j>1i,9,sell,Marrow,1524,   1.90
r60*o<k>8f,12,sell,Cabbage,164,   0.89
p42*y<z>8s,14,sell,Okra,1468,   1.87
d23*v<t>8t,18,buy,Swede,231,   2.07
i92*h<p>7k,17,buy,Swede,2157,   1.89
m61*k<w>1o,12,sell,Broccoli,1182,   1.90
o58*i<o>4b,17,buy,Swede,2533,   2.07
f10*j<h>3y,10,sell,Leek,1543,   1.07
y91*c<a>3v,17,sell,Sprout,1169,   1.88
c63*r<o>5a,24,sell,Cabbage,2657,   1.67
q01*f<e>0j,12,sell,Marrow,450,   1.54
i10*m<y>5n,22,sell,Cabbage,682,   1.41
h28*b<d>2h,8,sell,Broccoli,2963,   2.00
h36*z<w>3i,15,buy,Kale,538,   2.12
x13*o<y>5u,18,sell,Pea,1752,   1.46
h05*b<c>8v,11,buy,Leek,1552,   1.99
m98*c<w>7z,18,sell,Corn,2648,   1.90
h20*v<i>3x,11,sell,Carrot,1398,   2.00
o51*r<j>9t,5,sell,Yam,2432,   1.81
v70*n<e>1h,10,sell,Kale,1404,   1.99
z42*u<x>1c,5,sell,Leek,1923,   1.97
h18*b<r>3w,6,sell,Marrow,1650,   1.89
k19*p<o>3g,8,buy,Cabbage,299,   2.07
x89*c<w>4i,7,sell,Yam,2129,   1.91
u56*g<s>3q,9,buy,Kale,2142,   1.88
y65*u<g>5b,11,sell,Kale,1989,   2.01
u85*r<b99h,17,sell,Leek,801,   1.82
l35*a<o>0i,12,sell,Leek,2507,   2.13
y35*b<s>5b,12,sell,Squash,1001,   1.81
yA3*i<x>7j,16,sell,Carrot,2496,   2.04
g90*h<u>6a,6,buy,Broccoli,1629,   1.94
s08*x<l>0b,24,sell,Marrow,1260,   1.57
d00*a<sa5z,23,buy,Mooli,1534,   2.01
z51*c<w>8s,10,sell,Kale,1985,   1.85
i09*a<m>6e,16,sell,Cabbage,2124,   1.89
m31*n<v>6t,15,sell,Marrow,1829,   1.87
z82*<<t>5r,6,sell,Marrow,2475,   1.91
f42*h<a>5w,5,sell,Leek,2309,   1.66
s19*e<i>6d,21,sell,Carrot,292,   2.09
v68*n<y>7b,10,buy,Cabbage,1888,   2.09
h53*p<c>9n,9,sell,Carrot,400,   0.94
e55*o<D>1u,8,sell,Mooli,1775,   2.05
04*b<b>0p,12,sell,Pea,125,   1.45
v98*t<l>3x,20,sell,Turnip,2204,   1.27
p12*w<f>3l,17,sell,Broccoli,1060,   1.97
c73*p<v>0y,9,buy,Marrow,2220,   1.90
u70*h<t>3b,6,buy,Broccoli,538,   0.83
s45*m<f>8a,7,buy,Kale,1004,   1.91
w19*a<w>3y,24,sell,Okra,2512,   1.66
w}9*j<p>2p,10,buy,Broccoli,639,   1.83
g52*e<u>Ly,5,buy,Kale,2673,   2.14
e38*l<o>0u,11,buy,Leek,351,   1.96
d50*a<t>2e,12,buy,Parsnip,2286,   1.82
b07*t<z>5h,12,sell,Carrot,1671,   2.08
i42*p<c>5m,22,sell,Cabbage,303,   1.46
t44*zd<v>2q,7,buy,Leek,1879,   0.92
q31*l<g>2p,21,sell,Leek,2252,   1.86
uT2*s<y>5t,16,sell,Squash,73,   1.89
x60*j<s>4x,15,sell,Kale,2262,   2.14
w15*m<j>3v,11,sell,Okra,1747,   1.91
c58*n<r>6j,14,sell,Onion,2010,   2.03
l38*b<n>0j,9,sell,Leek,2655,   1.90
x33*i<r>1k,19,buy,Mooli,2873,   1.87
h44*l<i>5c,21,sell,Kale,64,   1.97
f70*q<h>1d,20,buy,Carrot,373,   2.05
q39*k<g>5m,18,buy,Swede,2315,   1.43
a52*s<t>0o,9,sell,Parsnip,2765,   2.05
a81*s<b>4a,10,sell,Turnip,69,   1.78
wK0*t<d>7s,21,sell,Marrow,2378,   1.20
h41*P<o>2h,5,buy,Leek,302,   1.90
b08*d<l>2o,16,sell,Swede,2103,   1.92
s39*q<d>6e,6,sell,Corn,1386,   1.45
n08*u<p>3j,12,sell,Turnip,898,   1.84
l37*z<a>2u,19,sell,Swede,27,   1.78
v508*e<y>0k,19,buy,Kale,1866,   1.84
dA1*t<a>8x,5,buy,Mooli,2805,   1.96
r91*p<s>0f,10,buy,Kale,2426,   1.92
r03*k<g>9r,16,sell,Okra,2726,   2.12
h95*t<l>0z,11,sell,Marrow,970,   0.79
e93*mar>7c,6,buy,Onion,128,   1.95
s51*y<n>7g,12,sell,Parsnip,1884,   1.97
e04*q<s>3l,6,sell,Parsnip,154,   1.85
y57*g<a>1q,9,sell,Kale,1435,   1.37
q62*h<e>8h,21,sell,Mooli,195,   1.96
g82*s<t>5u,13,sell,Parsnip,2589,   1.86
n51*a<o>6q,20,buy,Marrow,2482,   1.89
s79*b<m>8e,24,sell,Okra,1153,   2.00
d58*g<d>9u,9,sell,Turnip,224,   1.97
m70*k<m>8g,14,sell,Cabbage,472,   1.85
z73*b<f>0k,14,sell,Kale,2072,   1.93
y51*q<ru8b,7,sell,Swede,711,   1.86
z15*x<l>4c,24,sell,Squash,2626,   2.06
e41*yyn>1p,13,buy,Leek,991,   2.11
c18*d<u>2k,20,sell,Leek,2820,   2.01
s75*l<b>7s,17,buy,Corn,882,   1.87
j93*y<m>0q,12,sell,Turnip,2153,   1.25
l37*h<d>9c,22,buy,Okra,2154,   1.93
j49*e<y>3s,24,buy,Squash,1696,   1.85
u74*c<s>9h,5,buy,Broccoli,2975,   2.00
c74*g<l>7z,23,sell,Broccoli,1636,   2.08
u29*m<s>9p,17,buy,Parsnip,1781,   1.51
b47*q<b>1f,8,buy,Yam,2328,   1.11
n66*l<n>9n,10,buy,Kale,1323,   2.01
o59*n<t>7j,14,buy,Yam,903,   1.86
d77*p<p>2u,12,sell,Kale,2034,   1.92
x90*e<r>2n,8,sell,Kale,2512,   2.08
f31*z<j>1e,20,sell,Leek,1048,   1.78
m88*z<d>9r,6,sell,Okra,660,   1.98
b08*a<m>4q,8,sell,Pea,2248,   1.84
g32*l<c>6h,23,buy,Cabbage,2268,   1.19
o29*z<j>2e,9,sell,Cabbage,548,   2.06
s73*t<s>6j,5,sell,Yam,508,   2.02
f08*m<v>9h,9,sell,Okra,1918,   2.04
i66*r<m>1d,11,sell,Pea,1789,   1.89
r75*z<o>8n,6,sell,Parsnip,2697,   1.92
k17*s<d>4y,9,sell,Turnip,2690,   2.10
v17*v<y>9x,8,sell,Yam,2027,   0.77
z63*x<u>1n,10,buy,Marrow,1440,   1.97
552*q<c>7n,8,sell,Mooli,2026,   2.01
n69*l<n>9p,9,buy,Kale,2480,   2.06
k16*r<l>4r,5,sell,Parsnip,532,   1.88
d48*m<g>9p,22,sell,Swede,1813,   2.00
g91*h<x>8x,10,sell,Kale,2180,   0.98
c59*f<r>6v,14,sell,Swede,22,   2.03
w78*u<n>1j,18,buy,Turnip,2011,   2.02
y86*r<e>8a,11,sell,Pea,2751,   2.14
z88*y<y>1q,18,buy,Potato,614,   1.84
n05*o<t>2g,8,buy,Kale,1515,   1.08
b98*v<j>4o,15,sell,Kale,676,   1.87
b58*g<h>3s,6,sell,Yam,1868,   2.09
h06*l<w>6k,5,sell,Swede,1585,   1.89
i58*w<4>7k,24,sell,Corn,2069,   1.87
m59*o<u>2j,10,sell,Pea,372,   1.85
s36*c<a>0l,5,sell,Swede,1032,   2.11
Q94*f<t>8x,18,sell,Turnip,2946,   2.10
a63*q<l>0z,21,sell,Beetroot,2597,   1.86
g69*y<y>3e,8,sell,Leek,1226,   2.08
f86*i<j>7d,6,sell,Leek,2948,   1.20
d69*s<w>6v,11,sell,Kale,494,   1.89
t86*c<j>3o,12,sell,Kale,2317,   1.84
l65*p<z>7i,7,sell,Kale,2403,   1.96
t04*v<p>7g,15,sell,Marrow,2608,   1.98
m05*x<l>5n,13,sell,Leek,333,   1.93
i88*w<q>wq,7,sell,Broccoli,2119,   1.87
j55*9i<h>4d,7,sell,Potato,2180,   2.07
bG9*t<e>0h,16,sell,Yam,1058,   1.99
j71*c<s>5f,20,buy,Turnip,1437,   1.82
r62*r<e>9y,24,buy,Yam,1390,   2.08
h00*s<b>9k,24,buy,Sprout,1149,   1.90
b26*a<t>6e,15,sell,Marrow,2481,   1.26
k96*j<m>3n,16,sell,Marrow,619,   1.22
v44*d<i>1t,22,sell,Marrow,2226,   1.34
p69*x<y>4n,6,buy,Pea,1834,   1.85
o26*c<q>5h,7,sell,Swede,2496,   1.91
b36*t<g>2u,8,sell,Kale,1449,   0.76
x47*s<e>8f,13,sell,Okra,2664,   2.05
x49*y<y>5j,10,sell,Carrot,2604,   0.91
n51*v<n>5k,6,sell,Leek,1124,   1.92
o60*b<x>1l,11,sell,Swede,2060,   1.86
w93*i<v>6b,13,buy,Leek,1147,   1.85
r86*w<t>8r,17,sell,Swede,931,   2.14
n36*s<p>8s,11,buy,Pea,306,   2.10
t84*r<w>4v,9,sell,Marrow,2028,   0.87
l55*v<q>8t,18,buy,Kale,2890,   1.82
e63*z<r>1t,9,sell,Parsnip,852,   2.15
w44*l<j>3n,10,buy,Leek,2971,   1.96
v55*i<c>3c,14,buy,Parsnip,577,   2.12
c94*n<m>7d,8,buy,Squash,1807,   1.86
n37*g<c>7j,21,sell,Kale,1224,   2.05
n95*q<q>6c,20,buy,Leek,2138,   1.88
k76*l<b>rc,12,sell,Cabbage,2676,   1.83
k14*a<t>1s,15,sell,Kale,657,   1.85
t19*a<e>7p,24,buy,Sprout,1686,   1.89
q90*o<r>3t,5,sell,Pea,1247,   1.95
a50*s<l>3w,17,sell,Sprout,902,   2.13
r73q*b<k>5o,16,buy,Swede,2719,   1.87
q31*b<w>0i,6,sell,Kale,1526,   1.99
d18*x<e>7l,5,buy,Kale,2348,   2.05
d20*v<h>3t,24,sell,Yam,2997,   1.85
k96*k<t>8p,21,sell,Swede,1221,   1.94
n83*k<i>6q,6,sell,Turnip,2105,   2.10
z84*m<r>1p,6,sell,Squash,566,   2.11
f45*r<p>9o,19,sell,Kale,2363,   2.00
l11*l<k>4l,8,sell,Marrow,1764,   0.81
d87*u<v>1x,17,sell,Corn,1098,   2.08
h50*g<e>6u,12,sell,Marrow,1822,   1.82
q87*a<l>9a,7,sell,Kale,829,   1.92
p60*c<e>6f,13,buy,Sprout,1379,   1.94
n86*t<j>7q,7,sell,Pea,2665,   1.94
l61*x<y>a5j,11,buy,Onion,2300,   2.07
s61*q<o>4s,18,sell,Parsnip,1163,   1.82
c07*k<ku0q,22,buy,Sprout,2163,   1.83
c19*a<n>7n,18,sell,Yam,1058,   1.90
l13*l<x>9u,22,buy,Swede,1104,   0.76
q66*l<q>6t,10,buy,Sprout,165,   1.89
e21*b<q>7r,24,buy,Potato,387,   1.83
i82*p<v>8w,21,sell,Broccoli,1606,   1.32
m542*s<m>6d,7,sell,Yam,1617,   1.83
h04*y<b>9e,21,sell,Parsnip,2883,   1.20
o57*s<r>1r,17,sell,Corn,2944,   2.04
s78*n<u>2c,23,buy,Kale,593,   1.98
o92*q<h>8u,9,sell,Cabbage,2124,   1.94
u83*m<a>5e,14,sell,Cabbage,2424,   1.91
vC6*l<m>2m,15,sell,Parsnip,1679,   1.97
n80*j<z>8j,16,sell,Marrow,967,   2.14
q33*c<g>3x,16,sell,Cabbage,1741,   1.77
c07*a<y>2v,22,sell,Yam,512,   1.59
g69*y<w>7l,21,sell,Cabbage,2632,   1.10
b00*b<x>3p,20,buy,Swede,1438,   2.08
z93*t<n>0m,20,buy,Turnip,558,   1.92
v90*j<u>9y,6,sell,Leek,1219,   2.02
g62*p<r>9l,11,buy,Turnip,215,   1.90
a37*k<g>1h,14,sell,Turnip,2092,   2.14
z26*w<w>8m,20,sell,Turnip,9,   2.06
a08*a<g>4h,15,sell,Parsnip,1426,   1.90
u40*f<k>1c,22,buy,Parsnip,2012,   1.93
w19*k<d>5p,13,sell,Parsnip,2396,   0.98
q37*l<l>3l,11,sell,Kale,2232,   1.93
p40*s<y>9n,9,buy,Parsnip,1956,   2.15
e67*f<q>4m,9,sell,Parsnip,2022,   2.11
a10*f<n>7n,8,sell,Onion,1811,   2.01
s07*b<o>6s,20,sell,Kale,1708,   0.85
x95*j<m>4w,11,sell,Marrow,698,   1.30
j16*n<p>5j,8,buy,Kale,1964,   2.09
v29*o<r>8l,22,sell,Marrow,1878,   1.82
s45*y<x>5r,17,sell,Potato,2687,   1.89
l63*u<l>1a,22,sell,Cabbage,7,   1.35
t76*a<a>4e,10,sell,Swede,2311,   1.90
c00*b<h>5w,9,sell,Swede,105,   1.87
f28*e<u>2u,9,sell,Leek,21,   1.60
b93*v<F>7z,13,sell,Mooli,2314,   1.88
h49*a<h>3x,7,sell,Potato,876,   0.81
a56*y<j>3u,6,sell,Yam,6,   1.85
p65*p<s>5a,18,sell,Cabbage,2062,   1.82
y41*n<t>4z,10,buy,Pea,2106,   2.06
k13*w<j>9y,19,sell,Marrow,2272,   2.09
u32*e<r>7x,16,sell,Parsnip,2415,   1.81
o15*n<p>0e,15,sell,Potato,2398,   2.03
c14*q<l>5h,10,buy,Yam,856,   2.00
m98*l<z>8f,22,sell,Cabbage,2475,   0.81
m90*l<b>6d,5,buy,Carrot,669,   1.82
d15*z<g>4p,11,buy,Leek,1961,   2.12
j05*z<j>4o,15,sell,Sprout,2816,   0.76
m87*n<d>4p,7,sell,Potato,173,   1.89
v34*b<z>5o,14,sell,Kale,2342,   1.47
s48*l<t>4x,14,sell,Marrow,109,   1.98
s72*c<c>6x,17,sell,Marrow,1997,   1.94
j*2*b<i>3q,12,sell,Potato,36,   1.87
a48*d<i>8m,17,sell,Corn,2491,   1.64
l23*a<c>0t,6,sell,Carrot,1699,   2.12
f14*i<o>4s,13,sell,Broccoli,2151,   2.00
k14*h<z>4h,10,sell,Squash,2830,   1.92
m58*e<y>5p,9,sell,Corn,110,   2.11
u67*l<v>6p,12,sell,Onion,608,   1.74
y40*m<z>8h,5,sell,Kale,1429,   1.67
m11*t<l>1w,6,sell,Okra,1542,   2.11
i91*v<b>3y,11,buy,Turnip,607,   2.13
p66*j<j>8x,24,sell,Pea,831,   1.83
o95*v<i>8y,7,sell,Parsnip,2759,   1.81
u36*j<r>6v,14,sell,Parsnip,2737,   1.92
a34*n<t>2b,22,buy,Parsnip,178,   1.87
r05*z<c>6h,9,sell,Yam,295,   1.97
g99*w<Ti>7t,10,buy,Cabbage,375,   1.99
k13*b<v>6a,6,buy,Marrow,1747,   1.39
b63*f<k>1e,20,sell,Mooli,620,   1.96
j70*o<z>2e,9,sell,Potato,2563,   1.89
y42*d<x>8h,22,sell,Swede,1900,   1.27
l98*g<j>2x,5,sell,Leek,2469,   1.88
c54*j<i>5p,21,sell,Swede,1835,   1.82
j03*b<x>1w,11,sell,Yam,2839,   1.93
b51er<o>5v,12,sell,Mooli,2408,   2.15
y55*v<j>3q,13,sell,Cabbage,929,   1.24
h61*j<s>5h,12,sell,Cabbage,1988,   2.11
e63*d<g>Ij,21,sell,Okra,2831,   0.86
y71*b<k>6m,5,sell,Sprout,92,   1.86
a79*n<a>2y,5,sell,Onion,2295,   2.03
y95*o<i>6c,23,sell,Swede,2912,   1.27
j10*w<s>2p,24,sell,Parsnip,1349,   1.98
n182q<e>7k,7,sell,Swede,1994,   1.29
b63*v<l>5x,24,sell,Kale,2698,   1.98
e51*i<t>7z,22,buy,Swede,431,   2.14
e27*c<t>3k,12,sell,Pea,606,   2.09
u74*w<y>2c,10,sell,Parsnip,743,   2.07
f99*t<k>9z,11,sell,Cabbage,2989,   1.84
i58*d<f>2v,5,sell,Turnip,1853,   1.18
q30*d<q>4k,24,buy,Carrot,2114,   1.94
w57*s<b>1z,9,sell,Okra,2843,   2.07
f61*y<j>1t,20,sell,Pea,2355,   1.97
i19*q<y>0d,9,sell,Beetroot,2728,   0.99
t56*p<s>6x,11,buy,Kale,2604,   2.12
t10*a<y>3b,24,sell,Sprout,2941,   1.87
m46*p<v>0r,8,sell,Okra,2077,   1.78
f64*fox>6f,9,sell,Kale,1681,   1.84
g00*i<n>9g,16,sell,Leek,2426,   1.38
n02*c<w>0k,6,sell,Parsnip,1561,   1.11
z91*k<x>4a,10,sell,Swede,2062,   1.82
t95*a<e>1v,12,buy,Broccoli,2907,   1.89
i29*e<s>6t,14,sell,Marrow,1834,   2.14
e50*q<b>7z,10,buy,Marrow,900,   0.90
m30*w<c>8l,10,buy,Kale,1410,   0.94
p27*n<v>3n,21,sell,Swede,1646,   2.11
t10*h<a>2k,6,sell,Potato,1661,   2.05
p98*s<z>4l,5,sell,Squash,1194,   2.14
z12*h<x>0v,12,sell,Cabbage,2788,   1.89
s64*q<xc9a,7,buy,Corn,1056,   1.90
w89*s<n>9b,22,sell,Potato,1127,   1.67
a54*z<x>3y,11,sell,Pea,1837,   2.14
c02*d<z>b,21,sell,Carrot,641,   1.95
e97*n<b>7v,10,sell,Potato,2122,   2.07
j30*r<o>9s,6,sell,Broccoli,2863,   1.37
p67*v<v>8c,8,sell,Okra,1678,   0.80
w79*a<l>3s,8,sell,Kale,2193,   2.10
a05*x<p>9c,16,sell,Okra,1770,   1.51
d46*c<x>4g,8,buy,Swede,2804,   1.42
k57*o<g>6x,16,buy,Pea,431,   1.86
d10*v<d>4n,9,sell,Marrow,1928,   1.89
T35*y<h>0o,20,sell,Parsnip,1478,   2.04
e22*i<f>3q,12,sell,Corn,1000,   1.91
c15*w<y>8b,6,sell,Kale,2582,   1.83
v38*t<l>3q,10,sell,Parsnip,2208,   1.91
e2s*s<h>1b,5,sell,Corn,2706,   1.62
c52*m<v~>9v,13,sell,Marrow,2458,   2.10
l37*e<a>3x,13,buy,Sprout,1645,   2.14
r59*u<l>3a,5,sell,Cabbage,1114,   2.06
w80*t<o>6z,10,sell,Squash,618,   0.89
b09*<q>4n,12,sell,Turnip,504,   1.96
s57*i<t>0t,11,sell,Leek,58,   1.49
r26*q<q>9h,17,buy,Turnip,315,   1.95
m78*t<y>1k,12,sell,Marrow,2665,   2.13
n77*t<k>7k,9,sell,Parsnip,2555,   1.09
t63*k<l>1u,6,sell,Okra,1008,   2.10
b89*u<z>6d,5,sell,Parsnip,1669,   1.96
c53*n<z>6f,8,buy,Parsnip,2939,   1.60
v70*j<k>8v,23,sell,Broccoli,133,   2.04
f38*n<j>8n,9,sell,Parsnip,559,   2.00
s53*y<b>0s,7,sell,Onion,1681,   1.49
y86*p<q>0v,21,sell,Turnip,2485,   1.93
y46*x<f>7b,11,sell,Broccoli,2332,   1.42
h37*x<z>3l,5,buy,Leek,2452,   2.00
u87*a<g>6u,18,sell,Leek,2456,   2.00
r12*a<c>6r,5,buy,Potato,1299,   1.86
x84*f<p>4j,7,sell,Mooli,1804,   1.92
g85*c<h>2a,8,buy,Broccoli,1902,   2.02
b07*c<u>0e,7,sell,Pea,719,   2.15
z81*a<s>1d,12,sell,Carrot,1851,   2.09
b76*z<h>0c,5,sell,Parsnip,2266,   1.88
a59*a<h>8w,24,sell,Cabbage,2388,   1.85
q38*k<g>9h,6,sell,Marrow,1957,   1.96
i33*d<i>0l,6,buy,Kale,2870,   2.07
h20*u<d>0b,12,sell,Okra,2254,   1.84
z19*d<r>3v,5,sell,Turnip,2833,   1.83
z80*e<d>5p,6,buy,Kale,1838,   1.94
c68*q<s2v,20,sell,Corn,2676,   1.87
d90*t<g>9e,7,sell,Parsnip,519,   1.89
l31*<k>2g,11,sell,Squash,669,   1.99
n28*j<w>3h,9,sell,Corn,2092,   1.39
k95*q<e>3m,10,buy,Yam,2225,   2.04
l98*h<b>7q,11,sell,Carrot,2314,   2.05
n26*f<w>6t,18,sell,Kale,710,   1.98
m29*y<x>3n,7,sell,Mooli,2213,   1.93
g14*xkg>9a,11,sell,Carrot,2520,   2.01
